name,module,path,p1Path,p2Path,module_type
"M00919  Ectoine degradation, ectoine => aspartate [PATH:map00260 map01100 map01120]",M00919 ,map00260 map01100 map01120,Serine and threonine metabolism,Carbohydrate metabolism,pathway
"M00021  Cysteine biosynthesis, serine => cysteine [PATH:map00270 map00920 map01200 map01230 map01100 map01110]",M00021 ,map00270 map00920 map01200 map01230 map01100 map01110,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
"M00338  Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map00260 map00270 map01230 map01100]",M00338 ,map00260 map00270 map01230 map01100,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
"M00609  Cysteine biosynthesis, methionine => cysteine [PATH:map00270 map01230 map01100]",M00609 ,map00270 map01230 map01100,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
"M00017  Methionine biosynthesis, apartate => homoserine => methionine [PATH:map00270 map01230 map01100]",M00017 ,map00270 map01230 map01100,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
M00034  Methionine salvage pathway [PATH:map00270 map01100],M00034 ,map00270 map01100,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
M00035  Methionine degradation [PATH:map00270 map01100],M00035 ,map00270 map01100,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
"M00368  Ethylene biosynthesis, methionine => ethylene [PATH:map00270 map01100 map01110]",M00368 ,map00270 map01100 map01110,Cysteine and methionine metabolism,Carbohydrate metabolism,pathway
"M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map00290 map00770 map01210 map01230 map01100 map01110]",M00019 ,map00290 map00770 map01210 map01230 map01100 map01110,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
"M00535  Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map00290 map00660 map01210 map01230 map01100]",M00535 ,map00290 map00660 map01210 map01230 map01100,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
"M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]",M00570 ,map00290 map01230 map01100,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
"M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map00290 map01210 map01230 map01100 map01110]",M00432 ,map00290 map01210 map01230 map01100 map01110,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
"M00036  Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280 map01100]",M00036 ,map00280 map01100,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
"M00016  Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00016 ,map00300 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00525  Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00525 ,map00300 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00526  Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00526 ,map00300 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00527  Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map00300 map01230 map01100 map01110]",M00527 ,map00300 map01230 map01100 map01110,Lysine metabolism,Carbohydrate metabolism,pathway
"M00030  Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map00300 map01230 map01100]",M00030 ,map00300 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00433  Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map00300 map01210 map01230 map01100]",M00433 ,map00300 map01210 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00031  Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine [PATH:map00300 map01210 map01230 map01100]",M00031 ,map00300 map01210 map01230 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310 map01100]",M00032 ,map00310 map01100,Lysine metabolism,Carbohydrate metabolism,pathway
"M00028  Ornithine biosynthesis, glutamate => ornithine [PATH:map00220 map01210 map01230 map01100]",M00028 ,map00220 map01210 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00763  Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map00220 map01210 map01230 map01100]",M00763 ,map00220 map01210 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00844  Arginine biosynthesis, ornithine => arginine [PATH:map00220 map01230 map01100]",M00844 ,map00220 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00845  Arginine biosynthesis, glutamate => acetylcitrulline => arginine [PATH:map00220 map01230 map01100]",M00845 ,map00220 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
M00029  Urea cycle [PATH:map00220 map01230 map01100],M00029 ,map00220 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00015  Proline biosynthesis, glutamate => proline [PATH:map00330 map01230 map01100]",M00015 ,map00330 map01230 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
M00047  Creatine pathway [PATH:map00330 map01100],M00047 ,map00330 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00879  Arginine succinyltransferase pathway, arginine => glutamate [PATH:map00330 map01100]",M00879 ,map00330 map01100,Arginine and proline metabolism,Carbohydrate metabolism,pathway
"M00133  Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]",M00133 ,map00330 map01100,Polyamine biosynthesis,Carbohydrate metabolism,pathway
"M00134  Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330 map01100]",M00134 ,map00330 map01100,Polyamine biosynthesis,Carbohydrate metabolism,pathway
"M00135  GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]",M00135 ,map00330 map01100,Polyamine biosynthesis,Carbohydrate metabolism,pathway
"M00136  GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]",M00136 ,map00330 map01100,Polyamine biosynthesis,Carbohydrate metabolism,pathway
"M00026  Histidine biosynthesis, PRPP => histidine [PATH:map00340 map01230 map01100 map01110]",M00026 ,map00340 map01230 map01100 map01110,Histidine metabolism,Carbohydrate metabolism,pathway
"M00045  Histidine degradation, histidine => N-formiminoglutamate => glutamate [PATH:map00340 map01100]",M00045 ,map00340 map01100,Histidine metabolism,Carbohydrate metabolism,pathway
"M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map00400 map01230 map01100 map01110]",M00022 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00023  Tryptophan biosynthesis, chorismate => tryptophan [PATH:map00400 map01230 map01100 map01110]",M00023 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00024  Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine [PATH:map00400 map01230 map01100 map01110]",M00024 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00910  Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine [PATH:map00400 map01230 map01100 map01110]",M00910 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00025  Tyrosine biosynthesis, chorismate => HPP => tyrosine [PATH:map00400 map01230 map01100]",M00025 ,map00400 map01230 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00040  Tyrosine biosynthesis, chorismate => arogenate => tyrosine [PATH:map00400 map01230 map01100 map01110]",M00040 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00042  Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline [PATH:map00350 map01100]",M00042 ,map00350 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00043  Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine [PATH:map00350 map01100]",M00043 ,map00350 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00044  Tyrosine degradation, tyrosine => homogentisate [PATH:map00350 map01100]",M00044 ,map00350 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00533  Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate [PATH:map00350 map01220 map01100 map01120]",M00533 ,map00350 map01220 map01100 map01120,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00037  Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin [PATH:map00380 map01100]",M00037 ,map00380 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00936  Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin [PATH:map00380 map01100 map01110]",M00936 ,map00380 map01100 map01110,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
"M00038  Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380 map01100]",M00038 ,map00380 map01100,Aromatic amino acid metabolism,Carbohydrate metabolism,pathway
M00027  GABA (gamma-Aminobutyrate) shunt [PATH:map00250 map00650 map01100],M00027 ,map00250 map00650 map01100,Other amino acid metabolism,Carbohydrate metabolism,pathway
"M00369  Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map00460 map01100 map01110]",M00369 ,map00460 map01100 map01110,Other amino acid metabolism,Carbohydrate metabolism,pathway
"M00118  Glutathione biosynthesis, glutamate => glutathione [PATH:map00480 map01240 map01100]",M00118 ,map00480 map01240 map01100,Other amino acid metabolism,Carbohydrate metabolism,pathway
"M00947  D-Arginine racemization, D-arginine => L-arginine [PATH:map00470 map01100]",M00947 ,map00470 map01100,Other amino acid metabolism,Carbohydrate metabolism,pathway
"M00948  Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate [PATH:map00470 map01100]",M00948 ,map00470 map01100,Other amino acid metabolism,Carbohydrate metabolism,pathway
"M00949  Staphylopine biosynthesis, L-histidine => staphylopine [PATH:map00470 map01100]",M00949 ,map00470 map01100,Other amino acid metabolism,Carbohydrate metabolism,pathway
M00055  N-glycan precursor biosynthesis [PATH:map00510 map01100],M00055 ,map00510 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
M00072  N-glycosylation by oligosaccharyltransferase [PATH:map00510 map00513 map01100],M00072 ,map00510 map00513 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
M00073  N-glycan precursor trimming [PATH:map00510 map01100],M00073 ,map00510 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00074  N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513 map01100]",M00074 ,map00510 map00513 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00075  N-glycan biosynthesis, complex type [PATH:map00510 map01100]",M00075 ,map00510 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00056  O-glycan biosynthesis, mucin type core [PATH:map00512 map01100]",M00056 ,map00512 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00872  O-glycan biosynthesis, mannose type (core M3) [PATH:map00515 map01100]",M00872 ,map00515 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00065  GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563 map01100]",M00065 ,map00563 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00070  Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601 map01100]",M00070 ,map00601 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00071  Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601 map01100]",M00071 ,map00601 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00068  Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer [PATH:map00603 map01100]",M00068 ,map00603 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00069  Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604 map01100]",M00069 ,map00604 map01100,Glycan biosynthesis,Carbohydrate metabolism,pathway
"M00057  Glycosaminoglycan biosynthesis, linkage tetrasaccharide [PATH:map00532 map00534 map01100]",M00057 ,map00532 map00534 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
"M00058  Glycosaminoglycan biosynthesis, chondroitin sulfate backbone [PATH:map00532 map01100]",M00058 ,map00532 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
"M00059  Glycosaminoglycan biosynthesis, heparan sulfate backbone [PATH:map00534 map01100]",M00059 ,map00534 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
M00076  Dermatan sulfate degradation [PATH:map00531 map01100],M00076 ,map00531 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
M00077  Chondroitin sulfate degradation [PATH:map00531 map01100],M00077 ,map00531 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
M00078  Heparan sulfate degradation [PATH:map00531 map01100],M00078 ,map00531 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
M00079  Keratan sulfate degradation [PATH:map00531 map01100],M00079 ,map00531 map01100,Glycosaminoglycan metabolism,Carbohydrate metabolism,pathway
"M00060  KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540 map01100]",M00060 ,map00540 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
"M00866  KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540 map01100]",M00866 ,map00540 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
M00867  KDO2-lipid A modification pathway [PATH:map00540 map01100],M00867 ,map00540 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
M00063  CMP-KDO biosynthesis [PATH:map00540 map01250 map01100],M00063 ,map00540 map01250 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
M00064  ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540 map01250 map01100],M00064 ,map00540 map01250 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
M00922  CMP-Neu5Ac biosynthesis [PATH:map00541 map01250 map01100],M00922 ,map00541 map01250 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
M00923  UDP-L-FucNAm biosynthesis [PATH:map00541 map01250 map01100],M00923 ,map00541 map01250 map01100,Lipopolysaccharide metabolism,Carbohydrate metabolism,pathway
"M00127  Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]",M00127 ,map00730 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00895  Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP [PATH:map00730 map01240 map01100]",M00895 ,map00730 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00896  Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP [PATH:map00730 map01240 map01100]",M00896 ,map00730 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00897  Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP [PATH:map00730 map01240 map01100]",M00897 ,map00730 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00898  Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP [PATH:map00730 map01240 map01100]",M00898 ,map00730 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00899  Thiamine salvage pathway, HMP/HET => TMP [PATH:map00730 map01100]",M00899 ,map00730 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00125  Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]",M00125 ,map00740 map01240 map01100 map01110,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00911  Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100]",M00911 ,map00740 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00124  Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]",M00124 ,map00750 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00916  Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P [PATH:map00750 map01240 map01100]",M00916 ,map00750 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
"M00115  NAD biosynthesis, aspartate => quinolinate => NAD [PATH:map00760 map01240 map01100]",M00115 ,map00760 map01240 map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
